Level	Rule Name	Subject	Property	Value
WARN	missing_definition	CHR:10090chr14	IAO:0000115		
WARN	missing_definition	CHR:10090chr14q	IAO:0000115		
WARN	missing_definition	CHR:10090chr14qA	IAO:0000115		
WARN	missing_definition	CHR:10090chr14qA1	IAO:0000115		
WARN	missing_definition	CHR:10090chr14qA2	IAO:0000115		
WARN	missing_definition	CHR:10090chr14qA3	IAO:0000115		
WARN	missing_definition	CHR:10090chr14qB	IAO:0000115		
WARN	missing_definition	CHR:10090chr14qC	IAO:0000115		
WARN	missing_definition	CHR:10090chr14qC1	IAO:0000115		
WARN	missing_definition	CHR:10090chr14qC2	IAO:0000115		
WARN	missing_definition	CHR:10090chr14qC3	IAO:0000115		
WARN	missing_definition	CHR:10090chr14qD	IAO:0000115		
WARN	missing_definition	CHR:10090chr14qD1	IAO:0000115		
WARN	missing_definition	CHR:10090chr14qD2	IAO:0000115		
WARN	missing_definition	CHR:10090chr14qD3	IAO:0000115		
WARN	missing_definition	CHR:10090chr14qE	IAO:0000115		
WARN	missing_definition	CHR:10090chr14qE1	IAO:0000115		
WARN	missing_definition	CHR:10090chr14qE2	IAO:0000115		
WARN	missing_definition	CHR:10090chr14qE2.1	IAO:0000115		
WARN	missing_definition	CHR:10090chr14qE2.2	IAO:0000115		
WARN	missing_definition	CHR:10090chr14qE2.3	IAO:0000115		
WARN	missing_definition	CHR:10090chr14qE3	IAO:0000115		
WARN	missing_definition	CHR:10090chr14qE4	IAO:0000115		
WARN	missing_definition	CHR:10090chr14qE5	IAO:0000115		
WARN	missing_definition	CHR:10090chr15	IAO:0000115		
WARN	missing_definition	CHR:10090chr15q	IAO:0000115		
WARN	missing_definition	CHR:10090chr15qA	IAO:0000115		
WARN	missing_definition	CHR:10090chr15qA1	IAO:0000115		
WARN	missing_definition	CHR:10090chr15qA2	IAO:0000115		
WARN	missing_definition	CHR:10090chr15qB	IAO:0000115		
WARN	missing_definition	CHR:10090chr15qB1	IAO:0000115		
WARN	missing_definition	CHR:10090chr15qB2	IAO:0000115		
WARN	missing_definition	CHR:10090chr15qB3	IAO:0000115		
WARN	missing_definition	CHR:10090chr15qB3.1	IAO:0000115		
WARN	missing_definition	CHR:10090chr15qB3.2	IAO:0000115		
WARN	missing_definition	CHR:10090chr15qB3.3	IAO:0000115		
WARN	missing_definition	CHR:10090chr15qC	IAO:0000115		
WARN	missing_definition	CHR:10090chr15qD	IAO:0000115		
WARN	missing_definition	CHR:10090chr15qD1	IAO:0000115		
WARN	missing_definition	CHR:10090chr15qD2	IAO:0000115		
WARN	missing_definition	CHR:10090chr15qD3	IAO:0000115		
WARN	missing_definition	CHR:10090chr15qE	IAO:0000115		
WARN	missing_definition	CHR:10090chr15qE1	IAO:0000115		
WARN	missing_definition	CHR:10090chr15qE2	IAO:0000115		
WARN	missing_definition	CHR:10090chr15qE3	IAO:0000115		
WARN	missing_definition	CHR:10090chr15qF	IAO:0000115		
WARN	missing_definition	CHR:10090chr15qF1	IAO:0000115		
WARN	missing_definition	CHR:10090chr15qF2	IAO:0000115		
WARN	missing_definition	CHR:10090chr15qF3	IAO:0000115		
WARN	missing_definition	CHR:10090chr16	IAO:0000115		
WARN	missing_definition	CHR:10090chr16q	IAO:0000115		
WARN	missing_definition	CHR:10090chr16qA	IAO:0000115		
WARN	missing_definition	CHR:10090chr16qA1	IAO:0000115		
WARN	missing_definition	CHR:10090chr16qA2	IAO:0000115		
WARN	missing_definition	CHR:10090chr16qA3	IAO:0000115		
WARN	missing_definition	CHR:10090chr16qB	IAO:0000115		
WARN	missing_definition	CHR:10090chr16qB1	IAO:0000115		
WARN	missing_definition	CHR:10090chr16qB2	IAO:0000115		
WARN	missing_definition	CHR:10090chr16qB3	IAO:0000115		
WARN	missing_definition	CHR:10090chr16qB4	IAO:0000115		
WARN	missing_definition	CHR:10090chr16qB5	IAO:0000115		
WARN	missing_definition	CHR:10090chr16qC	IAO:0000115		
WARN	missing_definition	CHR:10090chr16qC1	IAO:0000115		
WARN	missing_definition	CHR:10090chr16qC1.1	IAO:0000115		
WARN	missing_definition	CHR:10090chr16qC1.2	IAO:0000115		
WARN	missing_definition	CHR:10090chr16qC1.3	IAO:0000115		
WARN	missing_definition	CHR:10090chr16qC2	IAO:0000115		
WARN	missing_definition	CHR:10090chr16qC3	IAO:0000115		
WARN	missing_definition	CHR:10090chr16qC3.1	IAO:0000115		
WARN	missing_definition	CHR:10090chr16qC3.2	IAO:0000115		
WARN	missing_definition	CHR:10090chr16qC3.3	IAO:0000115		
WARN	missing_definition	CHR:10090chr16qC4	IAO:0000115		
WARN	missing_definition	CHR:10090chr17	IAO:0000115		
WARN	missing_definition	CHR:10090chr17q	IAO:0000115		
WARN	missing_definition	CHR:10090chr17qA	IAO:0000115		
WARN	missing_definition	CHR:10090chr17qA1	IAO:0000115		
WARN	missing_definition	CHR:10090chr17qA2	IAO:0000115		
WARN	missing_definition	CHR:10090chr17qA3	IAO:0000115		
WARN	missing_definition	CHR:10090chr17qA3.1	IAO:0000115		
WARN	missing_definition	CHR:10090chr17qA3.2	IAO:0000115		
WARN	missing_definition	CHR:10090chr17qA3.3	IAO:0000115		
WARN	missing_definition	CHR:10090chr17qB	IAO:0000115		
WARN	missing_definition	CHR:10090chr17qB1	IAO:0000115		
WARN	missing_definition	CHR:10090chr17qB2	IAO:0000115		
WARN	missing_definition	CHR:10090chr17qB3	IAO:0000115		
WARN	missing_definition	CHR:10090chr17qC	IAO:0000115		
WARN	missing_definition	CHR:10090chr17qD	IAO:0000115		
WARN	missing_definition	CHR:10090chr17qE	IAO:0000115		
WARN	missing_definition	CHR:10090chr17qE1	IAO:0000115		
WARN	missing_definition	CHR:10090chr17qE1.1	IAO:0000115		
WARN	missing_definition	CHR:10090chr17qE1.2	IAO:0000115		
WARN	missing_definition	CHR:10090chr17qE1.3	IAO:0000115		
WARN	missing_definition	CHR:10090chr17qE2	IAO:0000115		
WARN	missing_definition	CHR:10090chr17qE3	IAO:0000115		
WARN	missing_definition	CHR:10090chr17qE4	IAO:0000115		
WARN	missing_definition	CHR:10090chr17qE5	IAO:0000115		
WARN	missing_definition	CHR:10090chr18	IAO:0000115		
WARN	missing_definition	CHR:10090chr18q	IAO:0000115		
WARN	missing_definition	CHR:10090chr18qA	IAO:0000115		
WARN	missing_definition	CHR:10090chr18qA1	IAO:0000115		
WARN	missing_definition	CHR:10090chr18qA2	IAO:0000115		
WARN	missing_definition	CHR:10090chr18qB	IAO:0000115		
WARN	missing_definition	CHR:10090chr18qB1	IAO:0000115		
WARN	missing_definition	CHR:10090chr18qB2	IAO:0000115		
WARN	missing_definition	CHR:10090chr18qB3	IAO:0000115		
WARN	missing_definition	CHR:10090chr18qC	IAO:0000115		
WARN	missing_definition	CHR:10090chr18qD	IAO:0000115		
WARN	missing_definition	CHR:10090chr18qD1	IAO:0000115		
WARN	missing_definition	CHR:10090chr18qD2	IAO:0000115		
WARN	missing_definition	CHR:10090chr18qD3	IAO:0000115		
WARN	missing_definition	CHR:10090chr18qE	IAO:0000115		
WARN	missing_definition	CHR:10090chr18qE1	IAO:0000115		
WARN	missing_definition	CHR:10090chr18qE2	IAO:0000115		
WARN	missing_definition	CHR:10090chr18qE3	IAO:0000115		
WARN	missing_definition	CHR:10090chr18qE4	IAO:0000115		
WARN	missing_definition	CHR:10090chr19	IAO:0000115		
WARN	missing_definition	CHR:10090chr19q	IAO:0000115		
WARN	missing_definition	CHR:10090chr19qA	IAO:0000115		
WARN	missing_definition	CHR:10090chr19qB	IAO:0000115		
WARN	missing_definition	CHR:10090chr19qC	IAO:0000115		
WARN	missing_definition	CHR:10090chr19qC1	IAO:0000115		
WARN	missing_definition	CHR:10090chr19qC2	IAO:0000115		
WARN	missing_definition	CHR:10090chr19qC3	IAO:0000115		
WARN	missing_definition	CHR:10090chr19qD	IAO:0000115		
WARN	missing_definition	CHR:10090chr19qD1	IAO:0000115		
WARN	missing_definition	CHR:10090chr19qD2	IAO:0000115		
WARN	missing_definition	CHR:10090chr19qD3	IAO:0000115		
WARN	missing_definition	CHR:10090chr1q	IAO:0000115		
WARN	missing_definition	CHR:10090chr1qA	IAO:0000115		
WARN	missing_definition	CHR:10090chr1qA1	IAO:0000115		
WARN	missing_definition	CHR:10090chr1qA2	IAO:0000115		
WARN	missing_definition	CHR:10090chr1qA3	IAO:0000115		
WARN	missing_definition	CHR:10090chr1qA4	IAO:0000115		
WARN	missing_definition	CHR:10090chr1qA5	IAO:0000115		
WARN	missing_definition	CHR:10090chr1qB	IAO:0000115		
WARN	missing_definition	CHR:10090chr1qC	IAO:0000115		
WARN	missing_definition	CHR:10090chr1qC1	IAO:0000115		
WARN	missing_definition	CHR:10090chr1qC1.1	IAO:0000115		
WARN	missing_definition	CHR:10090chr1qC1.2	IAO:0000115		
WARN	missing_definition	CHR:10090chr1qC1.3	IAO:0000115		
WARN	missing_definition	CHR:10090chr1qC2	IAO:0000115		
WARN	missing_definition	CHR:10090chr1qC3	IAO:0000115		
WARN	missing_definition	CHR:10090chr1qC4	IAO:0000115		
WARN	missing_definition	CHR:10090chr1qC5	IAO:0000115		
WARN	missing_definition	CHR:10090chr1qD	IAO:0000115		
WARN	missing_definition	CHR:10090chr1qE	IAO:0000115		
WARN	missing_definition	CHR:10090chr1qE1	IAO:0000115		
WARN	missing_definition	CHR:10090chr1qE1.1	IAO:0000115		
WARN	missing_definition	CHR:10090chr1qE1.2	IAO:0000115		
WARN	missing_definition	CHR:10090chr1qE2	IAO:0000115		
WARN	missing_definition	CHR:10090chr1qE2.1	IAO:0000115		
WARN	missing_definition	CHR:10090chr1qE2.2	IAO:0000115		
WARN	missing_definition	CHR:10090chr1qE2.3	IAO:0000115		
WARN	missing_definition	CHR:10090chr1qE3	IAO:0000115		
WARN	missing_definition	CHR:10090chr1qE4	IAO:0000115		
WARN	missing_definition	CHR:10090chr1qF	IAO:0000115		
WARN	missing_definition	CHR:10090chr1qG	IAO:0000115		
WARN	missing_definition	CHR:10090chr1qG1	IAO:0000115		
WARN	missing_definition	CHR:10090chr1qG2	IAO:0000115		
WARN	missing_definition	CHR:10090chr1qG3	IAO:0000115		
WARN	missing_definition	CHR:10090chr1qH	IAO:0000115		
WARN	missing_definition	CHR:10090chr1qH1	IAO:0000115		
WARN	missing_definition	CHR:10090chr1qH2	IAO:0000115		
WARN	missing_definition	CHR:10090chr1qH2.1	IAO:0000115		
WARN	missing_definition	CHR:10090chr1qH2.2	IAO:0000115		
WARN	missing_definition	CHR:10090chr1qH2.3	IAO:0000115		
WARN	missing_definition	CHR:10090chr1qH3	IAO:0000115		
WARN	missing_definition	CHR:10090chr1qH4	IAO:0000115		
WARN	missing_definition	CHR:10090chr1qH5	IAO:0000115		
WARN	missing_definition	CHR:10090chr1qH6	IAO:0000115		
WARN	missing_definition	CHR:10090chr2	IAO:0000115		
WARN	missing_definition	CHR:10090chr2q	IAO:0000115		
WARN	missing_definition	CHR:10090chr2qA	IAO:0000115		
WARN	missing_definition	CHR:10090chr2qA1	IAO:0000115		
WARN	missing_definition	CHR:10090chr2qA2	IAO:0000115		
WARN	missing_definition	CHR:10090chr2qA3	IAO:0000115		
WARN	missing_definition	CHR:10090chr2qB	IAO:0000115		
WARN	missing_definition	CHR:10090chr2qC	IAO:0000115		
WARN	missing_definition	CHR:10090chr2qC1	IAO:0000115		
WARN	missing_definition	CHR:10090chr2qC1.1	IAO:0000115		
WARN	missing_definition	CHR:10090chr2qC1.2	IAO:0000115		
WARN	missing_definition	CHR:10090chr2qC1.3	IAO:0000115		
WARN	missing_definition	CHR:10090chr2qC2	IAO:0000115		
WARN	missing_definition	CHR:10090chr2qC3	IAO:0000115		
WARN	missing_definition	CHR:10090chr2qD	IAO:0000115		
WARN	missing_definition	CHR:10090chr2qE	IAO:0000115		
WARN	missing_definition	CHR:10090chr2qE1	IAO:0000115		
WARN	missing_definition	CHR:10090chr2qE2	IAO:0000115		
WARN	missing_definition	CHR:10090chr2qE3	IAO:0000115		
WARN	missing_definition	CHR:10090chr2qE4	IAO:0000115		
WARN	missing_definition	CHR:10090chr2qE5	IAO:0000115		
WARN	missing_definition	CHR:10090chr2qF	IAO:0000115		
WARN	missing_definition	CHR:10090chr2qF1	IAO:0000115		
WARN	missing_definition	CHR:10090chr2qF2	IAO:0000115		
WARN	missing_definition	CHR:10090chr2qF3	IAO:0000115		
WARN	missing_definition	CHR:10090chr2qG	IAO:0000115		
WARN	missing_definition	CHR:10090chr2qG1	IAO:0000115		
WARN	missing_definition	CHR:10090chr2qG2	IAO:0000115		
WARN	missing_definition	CHR:10090chr2qG3	IAO:0000115		
WARN	missing_definition	CHR:10090chr2qH	IAO:0000115		
WARN	missing_definition	CHR:10090chr2qH1	IAO:0000115		
WARN	missing_definition	CHR:10090chr2qH2	IAO:0000115		
WARN	missing_definition	CHR:10090chr2qH3	IAO:0000115		
WARN	missing_definition	CHR:10090chr2qH4	IAO:0000115		
WARN	missing_definition	CHR:10090chr3	IAO:0000115		
WARN	missing_definition	CHR:10090chr3q	IAO:0000115		
WARN	missing_definition	CHR:10090chr3qA	IAO:0000115		
WARN	missing_definition	CHR:10090chr3qA1	IAO:0000115		
WARN	missing_definition	CHR:10090chr3qA2	IAO:0000115		
WARN	missing_definition	CHR:10090chr3qA3	IAO:0000115		
WARN	missing_definition	CHR:10090chr3qB	IAO:0000115		
WARN	missing_definition	CHR:10090chr3qC	IAO:0000115		
WARN	missing_definition	CHR:10090chr3qD	IAO:0000115		
WARN	missing_definition	CHR:10090chr3qE	IAO:0000115		
WARN	missing_definition	CHR:10090chr3qE1	IAO:0000115		
WARN	missing_definition	CHR:10090chr3qE2	IAO:0000115		
WARN	missing_definition	CHR:10090chr3qE3	IAO:0000115		
WARN	missing_definition	CHR:10090chr3qF	IAO:0000115		
WARN	missing_definition	CHR:10090chr3qF1	IAO:0000115		
WARN	missing_definition	CHR:10090chr3qF2	IAO:0000115		
WARN	missing_definition	CHR:10090chr3qF2.1	IAO:0000115		
WARN	missing_definition	CHR:10090chr3qF2.2	IAO:0000115		
WARN	missing_definition	CHR:10090chr3qF2.3	IAO:0000115		
WARN	missing_definition	CHR:10090chr3qF3	IAO:0000115		
WARN	missing_definition	CHR:10090chr3qG	IAO:0000115		
WARN	missing_definition	CHR:10090chr3qG1	IAO:0000115		
WARN	missing_definition	CHR:10090chr3qG2	IAO:0000115		
WARN	missing_definition	CHR:10090chr3qG3	IAO:0000115		
WARN	missing_definition	CHR:10090chr3qH	IAO:0000115		
WARN	missing_definition	CHR:10090chr3qH1	IAO:0000115		
WARN	missing_definition	CHR:10090chr3qH2	IAO:0000115		
WARN	missing_definition	CHR:10090chr3qH3	IAO:0000115		
WARN	missing_definition	CHR:10090chr3qH4	IAO:0000115		
WARN	missing_definition	CHR:10090chr4	IAO:0000115		
WARN	missing_definition	CHR:10090chr4q	IAO:0000115		
WARN	missing_definition	CHR:10090chr4qA	IAO:0000115		
WARN	missing_definition	CHR:10090chr4qA1	IAO:0000115		
WARN	missing_definition	CHR:10090chr4qA2	IAO:0000115		
WARN	missing_definition	CHR:10090chr4qA3	IAO:0000115		
WARN	missing_definition	CHR:10090chr4qA4	IAO:0000115		
WARN	missing_definition	CHR:10090chr4qA5	IAO:0000115		
WARN	missing_definition	CHR:10090chr4qB	IAO:0000115		
WARN	missing_definition	CHR:10090chr4qB1	IAO:0000115		
WARN	missing_definition	CHR:10090chr4qB2	IAO:0000115		
WARN	missing_definition	CHR:10090chr4qB3	IAO:0000115		
WARN	missing_definition	CHR:10090chr4qC	IAO:0000115		
WARN	missing_definition	CHR:10090chr4qC1	IAO:0000115		
WARN	missing_definition	CHR:10090chr4qC2	IAO:0000115		
WARN	missing_definition	CHR:10090chr4qC3	IAO:0000115		
WARN	missing_definition	CHR:10090chr4qC4	IAO:0000115		
WARN	missing_definition	CHR:10090chr4qC5	IAO:0000115		
WARN	missing_definition	CHR:10090chr4qC6	IAO:0000115		
WARN	missing_definition	CHR:10090chr4qC7	IAO:0000115		
WARN	missing_definition	CHR:10090chr4qD	IAO:0000115		
WARN	missing_definition	CHR:10090chr4qD1	IAO:0000115		
WARN	missing_definition	CHR:10090chr4qD2	IAO:0000115		
WARN	missing_definition	CHR:10090chr4qD2.1	IAO:0000115		
WARN	missing_definition	CHR:10090chr4qD2.2	IAO:0000115		
WARN	missing_definition	CHR:10090chr4qD2.3	IAO:0000115		
WARN	missing_definition	CHR:10090chr4qD3	IAO:0000115		
WARN	missing_definition	CHR:10090chr4qE	IAO:0000115		
WARN	missing_definition	CHR:10090chr4qE1	IAO:0000115		
WARN	missing_definition	CHR:10090chr4qE2	IAO:0000115		
WARN	missing_definition	CHR:10090chr5	IAO:0000115		
WARN	missing_definition	CHR:10090chr5q	IAO:0000115		
WARN	missing_definition	CHR:10090chr5qA	IAO:0000115		
WARN	missing_definition	CHR:10090chr5qA1	IAO:0000115		
WARN	missing_definition	CHR:10090chr5qA2	IAO:0000115		
WARN	missing_definition	CHR:10090chr5qA3	IAO:0000115		
WARN	missing_definition	CHR:10090chr5qB	IAO:0000115		
WARN	missing_definition	CHR:10090chr5qB1	IAO:0000115		
WARN	missing_definition	CHR:10090chr5qB2	IAO:0000115		
WARN	missing_definition	CHR:10090chr5qB3	IAO:0000115		
WARN	missing_definition	CHR:10090chr5qC	IAO:0000115		
WARN	missing_definition	CHR:10090chr5qC1	IAO:0000115		
WARN	missing_definition	CHR:10090chr5qC2	IAO:0000115		
WARN	missing_definition	CHR:10090chr5qC3	IAO:0000115		
WARN	missing_definition	CHR:10090chr5qC3.1	IAO:0000115		
WARN	missing_definition	CHR:10090chr5qC3.2	IAO:0000115		
WARN	missing_definition	CHR:10090chr5qC3.3	IAO:0000115		
WARN	missing_definition	CHR:10090chr5qD	IAO:0000115		
WARN	missing_definition	CHR:10090chr5qE	IAO:0000115		
WARN	missing_definition	CHR:10090chr5qE1	IAO:0000115		
WARN	missing_definition	CHR:10090chr5qE2	IAO:0000115		
WARN	missing_definition	CHR:10090chr5qE3	IAO:0000115		
WARN	missing_definition	CHR:10090chr5qE4	IAO:0000115		
WARN	missing_definition	CHR:10090chr5qE5	IAO:0000115		
WARN	missing_definition	CHR:10090chr5qF	IAO:0000115		
WARN	missing_definition	CHR:10090chr5qG	IAO:0000115		
WARN	missing_definition	CHR:10090chr5qG1	IAO:0000115		
WARN	missing_definition	CHR:10090chr5qG1.1	IAO:0000115		
WARN	missing_definition	CHR:10090chr5qG1.2	IAO:0000115		
WARN	missing_definition	CHR:10090chr5qG1.3	IAO:0000115		
WARN	missing_definition	CHR:10090chr5qG2	IAO:0000115		
WARN	missing_definition	CHR:10090chr5qG3	IAO:0000115		
WARN	missing_definition	CHR:10090chr6	IAO:0000115		
WARN	missing_definition	CHR:10090chr6q	IAO:0000115		
WARN	missing_definition	CHR:10090chr6qA	IAO:0000115		
WARN	missing_definition	CHR:10090chr6qA1	IAO:0000115		
WARN	missing_definition	CHR:10090chr6qA2	IAO:0000115		
WARN	missing_definition	CHR:10090chr6qA3	IAO:0000115		
WARN	missing_definition	CHR:10090chr6qA3.1	IAO:0000115		
WARN	missing_definition	CHR:10090chr6qA3.2	IAO:0000115		
WARN	missing_definition	CHR:10090chr6qA3.3	IAO:0000115		
WARN	missing_definition	CHR:10090chr6qB	IAO:0000115		
WARN	missing_definition	CHR:10090chr6qB1	IAO:0000115		
WARN	missing_definition	CHR:10090chr6qB2	IAO:0000115		
WARN	missing_definition	CHR:10090chr6qB2.1	IAO:0000115		
WARN	missing_definition	CHR:10090chr6qB2.2	IAO:0000115		
WARN	missing_definition	CHR:10090chr6qB2.3	IAO:0000115		
